id,path_letter,program_name,degree_awarded,institution,institution_type,city,country,mobility,language_of_instruction,english_level_required,duration_months,ects,tuition_non_eu_eur_per_year,tuition_notes,intake_2027_confirmed,application_opens,application_deadline,deadline_source_cycle,entry_requirements_summary,accepts_engineering_bachelor,portfolio_or_audition_required,scholarship_available,scholarship_names,scholarship_coverage_level,tunisia_eligible,program_url,admissions_url,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,fit_notes
AC-011,AC,MSc Marketing - Marketing Analytics and Data Science,MSc in Marketing,University of Groningen (Rijksuniversiteit Groningen),public_university,Groningen,Netherlands,single_site,English,"IELTS Academic overall 6.5 (Speaking 6, Writing 6.5); TOEFL iBT overall 90 (Speaking 20, Writing 24); Cambridge C1 Advanced/C2 Proficiency 176; PTE Academic 66; LanguageCert Academic 70",12,60,22200,"22200 EUR/year for non-EU/EEA students, academic year 2026-2027, per the official RUG programme page.",TBC - page opened showed a 15 October 2026 deadline for a February 2027 start,TBC,"15 October 2026 (non-EU, February 2027 start); September-start deadline TBC",2027 cycle,"Academic Bachelor's or Master's from a RESEARCH university in Business Economics, Business Administration, Econometrics and Operations Research, Economics and Business Economics, International Business, or Technology Management (or closely related fields). Pre-master customised packages exist for certain programmes.",no,no,TBC,TBC,none_found,TBC,https://www.rug.nl/masters/msc-marketing-marketing-analytics-and-data-science/?lang=en,https://www.rug.nl/masters/msc-marketing-marketing-analytics-and-data-science/?lang=en,TBC,https://www.rug.nl/masters/msc-marketing-marketing-analytics-and-data-science/?lang=en,VERIFIED,W1-AC,2026-08-22,"Same business/econ-only entry gate as AC-010 despite being the most quantitative marketing master found - an engineering graduate is not on the accepted list even though the curriculum is data science. 22200 EUR/yr. Has a February intake, which does not match the client's September 2027 target.","THE SINGLE BEST CURRICULUM MATCH IN THE PATH for this client's maths/programming strengths - marketing analytics and data science, i.e. exactly the quantitative-marketing track the assignment says to rank highly. The irony is that the formal entry list excludes engineers. Highest-priority Wave 2 email: ask RUG whether a 300-ECTS Software Engineering diploma qualifies as 'closely related', given the programme's own data-science content. February intake also exists as a fallback entry point."
AC-012,AC,MSc Marketing Management,MSc,"Rotterdam School of Management, Erasmus University (RSM)",public_university_business_school,Rotterdam,Netherlands,single_site,English,TBC - not published on the programme page opened; RSM requires an English test but exact IELTS/TOEFL thresholds are on a separate admission page,12,60,25800,"25800 EUR for non-EEA students, academic year 2026-2027 (2025-2026 was 24600 EUR). Dutch/EEA students pay the statutory 2694 EUR or the 14800 EUR institutional rate. A 100 EUR non-refundable application handling fee applies to applicants with a non-Dutch degree.",TBC,1 October,"15 May OR earlier - CAPPED programme, closes when 520 applications are reached",2026 cycle - 2027 TBC,Eligibility is on a separate admission-requirements page not opened; the programme page only links to it. Capped at 520 applications.,unclear,no,yes,"RSM Non-EEA Scholarship of Excellence (merit-based, limited number); Erasmus Trustfonds Scholarship (EEA students only)",partial,TBC,https://www.rsm.nl/education/master/msc-programmes/msc-marketing-management/,https://www.rsm.nl/education/master/msc-programmes/msc-marketing-management/,https://www.rsm.nl/education/scholarships/msc-scholarships/,TBC,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"MOST EXPENSIVE DUTCH OPTION at 25800 EUR/yr. Application CAP of 520 means the deadline can close months early - a late applicant is simply locked out. Entry requirements and English scores not confirmed. RSM's own page carried a confusing '~15200 for 2027-2028' figure that looks like the EEA institutional rate, not the non-EEA one - do not use it.","Top-ranked Dutch marketing school; the RSM Non-EEA Scholarship of Excellence is explicitly aimed at exactly this client's category (non-EEA, not entitled to the EEA rate) but is merit-based and limited. Apply on 1 October, not later, because of the 520 cap. Funding-first logic ranks this below every Spanish public."
AC-013,AC,MSc Marketing Management,MSc,"Tilburg University (Tilburg School of Economics and Management, TiSEM)",public_university,Tilburg,Netherlands,single_site,English,TBC - Tilburg's general master's requirement is reported as IELTS 6.5 but the official programme page returned HTTP 403 and could not be read,12,60,TBC,"NOT VERIFIED. Tilburg's official institutional-fee PDF (Instellingstarieven voor masteropleidingen 2025-2026 and 2026-2027) was downloaded and confirmed to LIST 'M Marketing Management' (code 60063) and 'M Marketing Analytics' (code 60064) under TiSEM with EEA and non-EEA columns, but the numeric cells could not be extracted from the PDF's text layer. Secondary sources quote 19900 EUR non-EU for 2026-2027 - treat as unconfirmed.",TBC,"1 October 2026 via Studielink (reported, unconfirmed)","1 April 2027 for non-EU (reported, unconfirmed)",2027 cycle (reported),TBC - the official application page returned HTTP 403. Tilburg generally requires a recognised academic Bachelor's at first-class equivalence plus English proof; GMAT/GRE may apply.,unclear,no,TBC,Tilburg reportedly operates a DEI Waiver reducing master's tuition by 50% - UNCONFIRMED,TBC,TBC,https://www.tilburguniversity.edu/education/masters-programs/marketing-management,https://www.tilburguniversity.edu/education/masters-programs/marketing-management/application,https://www.tilburguniversity.edu/students/administration/tuition-fees,https://www.tilburguniversity.edu/sites/default/files/download/Instellingstarieven%20voor%20masteropleidingen%202025-2026.pdf,UNVERIFIED,W1-AC,2026-08-22,tilburguniversity.edu returns HTTP 403 to automated fetching on every HTML page tried - all facts here are unconfirmed. A reported 50% DEI tuition waiver would be materially important for this client and MUST be checked by a human. Do not quote the 19900 EUR figure to the client as fact.,"Tilburg is a top-tier marketing research school and its MSc Marketing Management sits alongside a dedicated MSc Marketing Analytics (AC-014) - the pairing the assignment says to prioritise. Blocked by anti-bot protection, not by anything substantive. HIGHEST-VALUE MANUAL FOLLOW-UP in the Dutch set: open the three Tilburg pages in a browser and settle tuition, the DEI waiver, and whether an engineering bachelor is accepted."
AC-014,AC,MSc Marketing Analytics,MSc,"Tilburg University (Tilburg School of Economics and Management, TiSEM)",public_university,Tilburg,Netherlands,single_site,English,TBC - official page returned HTTP 403; Tilburg's general master's bar is reported as IELTS 6.5,12,60,TBC,"NOT VERIFIED - see AC-013. The programme appears as TiSEM code 60064 'M Marketing Analytics' in Tilburg's official institutional-fee PDF, but the numeric fee cells could not be read. Secondary sources quote 16500-19900 EUR non-EU; unreliable.",TBC,"1 October 2026 via Studielink (reported, unconfirmed)","1 April 2027 for non-EU (reported, unconfirmed)",2027 cycle (reported),"TBC - HTTP 403. Reported to require a recognised Bachelor's, IELTS 6.5, and possibly GMAT/GRE.",unclear,no,TBC,Reported DEI Waiver (50% of master's tuition) - UNCONFIRMED,TBC,TBC,https://www.tilburguniversity.edu/education/masters-programs/marketing-analytics,https://www.tilburguniversity.edu/education/masters-programs/marketing-analytics/application,https://www.tilburguniversity.edu/students/administration/tuition-fees,https://www.tilburguniversity.edu/sites/default/files/download/Instellingstarieven%20voor%20masteropleidingen%202025-2026.pdf,UNVERIFIED,W1-AC,2026-08-22,"Same HTTP 403 blockade as AC-013 - no fact here is confirmed. Marketing Analytics programmes commonly impose a quantitative prerequisite that may work FOR this client rather than against him, but that is unverified.","A dedicated QUANTITATIVE MARKETING master - the exact category the assignment says ranks especially high for this client's maths and programming. Analytics-branded marketing masters are also the ones most likely to accept an engineering background, so the unresolved accepts_engineering_bachelor field here is the most valuable single unknown in the Dutch set."
AC-015,AC,MSc Marketing,MSc,"Vrije Universiteit Amsterdam (VU), School of Business and Economics",public_university,Amsterdam,Netherlands,single_site,English,TBC on the admissions page opened (points to a separate language-requirement page); VU's general English bar is reported as IELTS 6.5 / TOEFL iBT 92,12,TBC,TBC,"NOT VERIFIED - every VU tuition URL tried returned 404 and the VU fee-rates page only shows the statutory fee (2694 EUR for 2026-2027, 2601 EUR for 2025-2026) with institutional rates held in a linked PDF that was not reachable. Secondary sources quote ~24830 EUR non-EU for VU SBE master's. A 100 EUR non-refundable application fee applies to applicants with an international degree.",TBC,TBC,1 April for non-EU/non-EEA (visa); 1 June for EU/EEA - dates shown were for the 2025 cycle,2025 cycle - 2027 TBC,"International applicants need a degree deemed equivalent to a Dutch academic Bachelor's from a research university PLUS at least 18 EC of academic coursework in Marketing and Consumer Behaviour and at least 12 EC related to statistics. Must be able to apply regression and ANOVA in SPSS, R, Jamovi or similar. No GMAT required.",no,no,TBC,TBC,none_found,TBC,https://vu.nl/en/education/master/marketing,https://vu.nl/en/education/master/marketing/admissions,https://vu.nl/en/education/more-about/tuition-fee-rates-masters,https://vu.nl/en/education/master/marketing|https://vu.nl/en/education/master/marketing/admissions|https://vu.nl/en/education/more-about/tuition-fee-rates-masters,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"EXPLICIT COURSEWORK GATE: 18 EC of marketing/consumer-behaviour courses in the prior degree. A Software Engineering diploma will clear the 12 EC statistics half easily but almost certainly fails the 18 EC marketing half - this is a documented, non-negotiable exclusion rather than a soft preference. Tuition unverified.","Amsterdam is the client's top Dutch city and VU markets this as the #1 MSc Marketing in the Netherlands (NSE 2022), NVAO/AACSB/EQUIS/PRME accredited, ~240 students, 47% international. The regression/ANOVA/R/SPSS requirement is a gift to an engineer - it is only the 18 EC marketing prerequisite that blocks him. Wave 2: ask whether a summer/bridging route or the 30 EC pre-master (currently described for Dutch HBO holders) can be opened to international applicants."
AC-016,AC,MSc Business Administration - Consumer Marketing track (Digital Marketing track also offered),MSc Business Administration,"University of Amsterdam (UvA), Amsterdam Business School",public_university,Amsterdam,Netherlands,single_site,English,TBC on the official pages opened; secondary sources report TOEFL 100 / IELTS 6.5 plus GMAT 560 or GRE 152 - NOT officially confirmed,12,60,24050,"24050 EUR institutional fee for non-EEA students, Amsterdam Business School master's, academic year 2026-2027, from the UvA official tuition-fees page. Statutory (EU/EEA) fee 2694 EUR.",yes - UvA states 'We welcome you to apply for the September 2027 intake from October 2026',October 2026 (for September 2027 intake) - officially stated,"TBC for 2027; the 2026 cycle used 15 January (non-EEA scholarship), 1 April (non-EEA visa/housing), 1 May (EU/EEA), 1 June (Dutch-degree holders)",2027 cycle (opening date) / 2026 cycle (deadline pattern),Entry requirements are held on separate pages by applicant category (international degree / other Dutch university / HBO). The pages opened did not publish the accepted-background list or the GMAT threshold. Starts in February or September. QS #55 Business Master's worldwide; 100+ nationalities.,unclear,no,yes,UvA/Amsterdam Business School scholarships referenced via a 15 January non-EEA scholarship deadline - names TBC,TBC,TBC,https://www.uva.nl/en/programmes/masters/business-administration-consumer-marketing/business-administration-consumer-marketing.html,https://www.uva.nl/en/programmes/masters/business-administration/application-and-admission/application-and-admission.html,https://www.uva.nl/en/education/fees-and-funding/tuition-fees/tuition-fees.html,https://www.uva.nl/en/programmes/masters/business-administration-consumer-marketing/business-administration-consumer-marketing.html|https://www.uva.nl/en/programmes/masters/business-administration/application-and-admission/application-and-admission.html|https://www.uva.nl/en/education/fees-and-funding/tuition-fees/tuition-fees.html,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"24050 EUR/yr. A GMAT/GRE requirement is reported but not officially confirmed - if real it is a second test barrier alongside the untaken English test. The non-EEA SCHOLARSHIP deadline (mid-January) falls roughly 2.5 months before the ordinary non-EEA deadline, so a late applicant forfeits funding automatically.","September 2027 intake is officially acknowledged with an October 2026 opening - the client should diarise October 2026 and target the January scholarship round, not the April visa round. Amsterdam is the client's #1 Dutch city and MSc Business Administration runs EIGHT tracks including both Consumer Marketing and DIGITAL MARKETING, so a single application covers two marketing routes. A February start also exists."
AC-017,AC,MSc International Business - specialisation Marketing-Finance,MSc International Business,"Maastricht University, School of Business and Economics",public_university,Maastricht,Netherlands,single_site,English,TOEFL iBT 90 or IELTS 6.5 (reported; the official tuition/admission pages opened returned navigation only). GMAT minimum 550 total with Analytical Writing 4.0; GMAT 650+ with AWA 4.0 gives automatic admission if all other requirements are met.,12,TBC,TBC,NOT VERIFIED on an official page - the Maastricht tuition-fee pages opened rendered navigation only. Secondary sources quote ~21500 EUR/yr non-EU/EEA for 2026/27 against a 2694 EUR statutory fee. Must be re-checked.,TBC,TBC,1 May for non-EU/EEA September start; 1 November for non-EU/EEA February start (reported),2026 cycle - 2027 TBC,"An international bachelor's degree; applicants from AACSB- or EQUIS-accredited bachelor programmes face DIFFERENT (lighter) requirements than other international bachelor holders. GMAT 550 minimum / 4.0 AWA. Documents: transcript, CV, motivation letter.",unclear,no,TBC,TBC - Maastricht operates a Holland-High Potential Scholarship but it was not confirmed on the pages opened,TBC,TBC,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-marketing-finance,https://curriculum.maastrichtuniversity.nl/education/master/master-international-business-track-marketing-finance/requirements,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-marketing-finance/tuition-fees,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-marketing-finance/tuition-fees|https://www.maastrichtuniversity.nl/tuition-fee-guide-masters-programmes-202627,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"GMAT 550 REQUIRED - a hard, paid, additional test. A Tunisian engineering diploma is not from an AACSB/EQUIS-accredited business school, so the client falls into the heavier requirement bracket. Tuition unconfirmed on an official page.","Marketing-Finance is the most quantitative Maastricht marketing track and rewards maths; the GMAT is actually an OPPORTUNITY for a strong-maths engineer, since 650+ triggers automatic admission. Maastricht's problem-based learning suits a self-directed student. Note Maastricht also runs a separate Strategic Marketing track (AC-018)."
AC-018,AC,MSc International Business - specialisation Strategic Marketing,MSc International Business,"Maastricht University, School of Business and Economics",public_university,Maastricht,Netherlands,single_site,English,TBC - reported TOEFL iBT 90 / IELTS 6.5; GMAT expected as for the other IB tracks,12,TBC,TBC,NOT VERIFIED - the official tuition-fees page for this track rendered navigation only. Same fee band as AC-017 is expected (all MSc International Business tracks share one rate).,TBC,TBC,"1 May non-EU/EEA for September start (reported, same as sibling tracks)",2026 cycle - 2027 TBC,"Shares the MSc International Business admission framework: international bachelor's degree, GMAT, English proof; separate lighter requirements for AACSB/EQUIS bachelor holders.",unclear,no,TBC,TBC,TBC,TBC,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing/admission-requirements,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing/tuition-fees,https://www.maastrichtuniversity.nl/education/master/programmes/international-business-strategic-marketing/tuition-fees,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"Nothing could be read off the official pages beyond the programme's existence and title - tuition, ECTS and requirements all unconfirmed. GMAT barrier presumed.","Logged for breadth: Maastricht offers TWO distinct marketing specialisations within MSc International Business, so one application decision covers two curricula. Strategic Marketing is the less quantitative of the pair, so AC-017 Marketing-Finance is the better fit for this client's profile."
AC-019,AC,MSc Business Administration - specialisation Marketing,Master of Science (Business Administration),Radboud University (Nijmegen School of Management),public_university,Nijmegen,Netherlands,single_site,English,"IELTS Academic >= 6.5 with subscores >= 6.0 and writing >= 6.5; TOEFL iBT >= 90 with all subscores >= 4.5 except Listening >= 5; Cambridge C1 Advanced >= 176 (component >= 169, writing >= 176). Exempt if the bachelor was completed in English in the EU/EEA, Australia, Canada, NZ, UK or USA.",12,60,18873,"Institutional tuition fee 18873.00 EUR for non-EU/EEA students, academic year 2026-2027, from Radboud's official programme tuition page. Statutory (EU/EEA) fee 2694.00 EUR.",TBC,TBC,1 April (non-EU/EEA standard); 31 January (non-EU/EEA applying for a scholarship) - dates shown were for the September 2026 intake,2026 cycle - 2027 TBC,"Bachelor's in Business Administration / International Business Administration / Law and Management from Radboud, or a bachelor in a SIMILAR OR RELATED field from another Dutch or international research university, ideally covering Organisation Theory, Strategy, Marketing, HR Management, Finance, Statistics, Research Methods and a 12 EC thesis. Non-Dutch degrees must be equivalent to a Dutch research-university diploma. Applicants from unrelated fields or HBO may need the pre-Master's in Business Administration.",no,no,yes,"Radboud Scholarship Programme (partial, non-EU/EEA, English-taught masters, outstanding results); NL Scholarship (partial, non-EU/EEA); Fulbright-Radboud (US students only)",partial,TBC,https://www.ru.nl/en/education/masters/marketing,https://www.ru.nl/en/education/masters/marketing/admission-and-application,https://www.ru.nl/en/education/masters/marketing/tuition,https://www.ru.nl/en/education/masters/marketing|https://www.ru.nl/en/education/masters/marketing/admission-and-application|https://www.ru.nl/en/education/masters/marketing/tuition,VERIFIED,W1-AC,2026-08-22,"Requires a bachelor in a similar or related field with a specific business curriculum (marketing, HRM, finance, organisation theory) - a Software Engineering diploma is an unrelated field and would be routed to a PRE-MASTER'S, adding a year and cost. Scholarship deadline (31 January) is 2 months before the ordinary deadline.","CHEAPEST FULLY-VERIFIED DUTCH PUBLIC in this path at 18873 EUR/yr, and the only Dutch entry here with named, confirmed scholarships open to non-EU/EEA students (Radboud Scholarship Programme and NL Scholarship, both partial). The documented pre-Master's route is an explicit, official bridge for an unrelated bachelor - the clearest published path into a Dutch marketing MSc for an engineer found in this sweep. Client must apply by 31 January to be considered for funding."
AC-020,AC,MSc Business Administration - specialisation Strategic Marketing & Servitisation,Master of Science (MSc),University of Twente,public_university,Enschede,Netherlands,single_site,English,TBC - not published on the pages opened,12,TBC,TBC,NOT VERIFIED - the Twente tuition-fee and admission-requirement URLs tried returned HTTP 404 and the general admission page defers to a chatbot/contact for fees and deadlines.,partially - official page lists starts of 1 September 2026 and 1 February 2027; a September 2027 start is implied but not stated,TBC,TBC,2026 cycle - 2027 TBC,"Admission route differs by nationality and educational background: international students must pass an online eligibility check; HBO students need a pre-master's; university bachelor holders get direct or pre-master's admission. Seven specialisations offered: Digital Business & Analytics, Entrepreneurship Innovation & Strategy, Financial Management, International Management & Consultancy, People Organisations & the Future of Work, Purchasing & Supply Management, and Strategic Marketing & Servitisation.",unclear,no,TBC,University of Twente Scholarship and Holland Scholarship are known UT instruments but were NOT confirmed on any page opened,TBC,TBC,https://www.utwente.nl/en/education/master/programmes/business-administration/,https://www.utwente.nl/en/education/master/programmes/business-administration/admission/,TBC,https://www.utwente.nl/en/education/master/programmes/business-administration/|https://www.utwente.nl/en/education/master/programmes/business-administration/admission/,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"Tuition, ECTS, English scores and deadlines all unverified - Twente hides fees behind an eligibility checker and a chatbot. There is NO dedicated digital-marketing track despite the search lead suggesting one; the nearest neighbours are Digital Business & Analytics and Strategic Marketing & Servitisation.","STRATEGICALLY THE MOST ENGINEER-FRIENDLY DUTCH ENTRY IN THIS PATH: Twente is a technical university and its Business Administration MSc is designed to take technical bachelors, so the background gate that blocks the client at RUG, VU and Radboud is least likely to bite here. 'Servitisation' is about turning products into services - directly relevant to an engineer moving into marketing. Wave 2 should run Twente's online eligibility check with the client's 300-ECTS Software Engineering diploma; a positive result would make this the best Dutch fit despite the unverified price."
AC-021,AC,Management & Marketing (M.Sc.) - Master of Science in Management & Marketing,Master of Science (M.Sc.),"Freie Universitat Berlin, Fachbereich Wirtschaftswissenschaft",public_university,Berlin,Germany,single_site,German and English (both used),"English at B2 (CEFR) or equivalent. SEPARATELY, applicants whose first degree was not taught in German must pass the DSH (Deutsche Sprachprufung fur den Hochschulzugang) or an accepted equivalent - German proficiency is OBLIGATORY.",24,"TBC (4 semesters; standard German M.Sc. = 120 ECTS, not stated on the page)",0,"NO TUITION FEES. Official FU page: 'Students do not pay any tuition fees, the university only charges semester fees and contributions each semester.' The FU FAQ page for this programme quotes a semester fee of approximately 300 EUR (that page returned HTTP 503 on the attempt to open it directly, so the exact current figure is TBC). Semester fee typically includes the Berlin public-transport semester ticket.",TBC,TBC,31 May (all admission requirements must be fully met and submitted by this date),2026 cycle - 2027 TBC,"Bachelor's degree in BUSINESS ADMINISTRATION or an equivalent German or foreign degree, WITH a minimum of 12 credit points in accounting and/or taxation AND a minimum of 12 credit points in mathematics, statistics and/or empirical research methods.",no,no,TBC,TBC - no programme-level scholarship published; DAAD and Deutschlandstipendium are the usual external routes,none_found,TBC,https://www.fu-berlin.de/en/studium/studienangebot/master/management_marketing/index.html,https://www.wiwiss.fu-berlin.de/studium-lehre/master/m-m/Bewerbung/index.html,https://www.wiwiss.fu-berlin.de/studium-lehre/master/m-m/Kontakt-und-FAQ/Studiengebuehren.html,https://www.fu-berlin.de/en/studium/studienangebot/master/management_marketing/index.html|https://www.wiwiss.fu-berlin.de/studium-lehre/master/m-m/Kontakt-und-FAQ/Studiengebuehren.html,PARTIALLY_VERIFIED,W1-AC,2026-08-22,"TWO HARD GATES. (1) DSH-level GERMAN is obligatory for the client - a multi-year language investment, and German is disprefered per the brief. (2) The entry rule demands a BUSINESS ADMINISTRATION bachelor plus 12 CP in accounting/taxation; a Software Engineering diploma clears the 12 CP maths/statistics half comfortably but has no accounting content at all. Exact semester fee not confirmed (FAQ page 503).","ZERO TUITION at a top German research university, which is exactly the funding-first ideal - and the reason to keep it despite the barriers. The 12 CP maths/statistics requirement is trivially satisfied by a 300-ECTS engineering diploma; the accounting requirement is the real blocker and could in principle be closed with a short accounting course before applying. 4 semesters (2 years) means two years of Berlin living costs with no tuition. Language tag: DE+EN - takes the Wave 4 German penalty, not exclusion."
AC-022,AC,Marketing Management (M.A.),Master of Arts (M.A.),Hochschule fur Wirtschaft und Recht Berlin (HWR Berlin / Berlin School of Economics and Law),public_university_of_applied_sciences,Berlin,Germany,single_site,German and English (approximately half the modules taught in English),"Advanced B2 level: TOEFL iBT minimum 83; IELTS minimum 6.0; TOEIC Four Skills minimum 1200; Cambridge English Scale minimum 170; PTE Academic 67; Oxford Test of English 126. Waived if at least two semesters were previously studied in English, or with a GMAT / GMAT Focus score.",18,90,0,Official HWR page states tuition fees: NONE ('Keine'). Only the semester contribution (Semesterbeitrag) applies - the page links to the current amount rather than printing it; HWR's semester contribution is around 300 EUR and includes the Berlin semester transport ticket (exact figure TBC).,TBC,"15 March (international degree holders, via uni-assist); 15 April (German degree holders)","15 May (international degree holders, via uni-assist); 15 June (German degree holders)",2026 cycle - 2027 TBC,Minimum 210 ECTS from a bachelor or equivalent in business/economics; applicants holding only 180 ECTS must add 30 ECTS via an integrated practical semester (extending the degree to 4 semesters). PLUS documented evidence of at least 15 ECTS of MARKETING coursework in the previous degree.,no,no,TBC,TBC,none_found,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/27-marketing-management,https://www.hwr-berlin.de/studium/studiengaenge/bewerbungsdetail/detail/27-marketing-management,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/27-marketing-management|https://www.hwr-berlin.de/studium/bewerbung/master-bewerbung,VERIFIED,W1-AC,2026-08-22,TWO ENTRY GATES: (1) a business/economics bachelor is required and (2) at least 15 ECTS of prior MARKETING coursework must be evidenced. A Software Engineering diploma fails both. Half the teaching is in German. uni-assist adds a fee and a document-verification step for a Tunisian degree.,"ZERO TUITION plus only ~300 EUR/semester - jointly the cheapest option in the entire path alongside HWR's International Marketing Management (AC-023) and FU Berlin (AC-021). CREDENTIAL WIN: the 210-ECTS entry bar is EXPLICIT and the client's 300-ECTS engineering diploma clears it outright, so he enters the 3-semester (18-month) version rather than the 4-semester one - a saved semester. English proof accepted via GMAT as an alternative, a useful option. The 15 ECTS marketing prerequisite is the one thing to solve; ask HWR whether a certified marketing course can be counted."
AC-023,AC,International Marketing Management (M.A.),Master of Arts (M.A.),Hochschule fur Wirtschaft und Recht Berlin (HWR Berlin / Berlin School of Economics and Law),public_university_of_applied_sciences,Berlin,Germany,single_site,English,CEFR B2 equivalent: TOEFL iBT minimum 83; IELTS minimum 6.0; alternatives listed. No further proof needed if two semesters were previously studied in English.,18,90,0,Official HWR page states tuition fees: NONE ('Keine'). Only the semester contribution applies (amount linked rather than printed; approximately 300 EUR including the Berlin semester transport ticket - exact figure TBC). Confirmed NOT a fee-paying weiterbildend/continuing-education master - it is a regular consecutive master's.,TBC,"15 March (international degrees, uni-assist); 15 April (German degrees)","15 May (international degrees, uni-assist); 15 June (German degrees)",2026 cycle - 2027 TBC,"Economics/business-related bachelor's or equivalent; minimum 210 ECTS (180-ECTS holders add 30 ECTS via an integrated internship, extending to 4 semesters); evidence of at least 15 ECTS in marketing coursework. At least one year of relevant work experience is advantageous but NOT required. Mandatory internship or study-abroad semester available in the 4-semester variant.",no,no,TBC,TBC,none_found,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/26-international-marketing-management,https://www.hwr-berlin.de/studium/bewerbung/master-bewerbung,TBC,https://www.hwr-berlin.de/studium/studiengang/detail/26-international-marketing-management|https://www.hwr-berlin.de/studium/bewerbung/master-bewerbung,VERIFIED,W1-AC,2026-08-22,"Same two entry gates as AC-022: an economics/business bachelor AND at least 15 ECTS of prior marketing coursework. Work experience is 'advantageous', which in practice disadvantages a fresh graduate. uni-assist processing required for a Tunisian degree.","BEST BERLIN OPTION ON PAPER FOR THIS CLIENT: fully ENGLISH-taught (no German needed, so it escapes the Wave 4 German penalty entirely), ZERO TUITION, 90 ECTS in 18 months, and the 210-ECTS bar is explicitly cleared by his 300-ECTS diploma - putting him in the shorter 3-semester track. Combined with Berlin's ~0 tuition this is the strongest cost-to-quality ratio in the path. The whole question is the 15 ECTS marketing prerequisite; that single conversation with HWR admissions should be a Wave 2 priority."
AC-024,AC,"Master Marketing Management (60 ECTS, English)",Master of Arts (M.A.),IU Internationale Hochschule / IU International University of Applied Sciences,private_university_of_applied_sciences,Berlin (headquarters) - but this programme is delivered by distance learning only,Germany,single_site,English,B2 (CEFR): TOEFL 80+; IELTS 6.0+; Duolingo 95+; Cambridge Certificate grade B minimum,12,60,8112,Full-time (12 months) 676-729 EUR/month per the official IU page; 12 x 676 = 8112 EUR at the lower monthly rate (upper rate 729 x 12 = 8748 EUR). Part-time I (18 months) 534-569 EUR/month; Part-time II (24 months) 423-449 EUR/month. A promotional discount of 1444 EUR was advertised. No separate non-EU rate published.,"yes - rolling enrolment, 'start any time on your preferred date'",rolling / any date,none - rolling admission,2027 cycle (rolling),"A completed undergraduate degree with a MINIMUM OF 240 ECTS and a final grade of 'satisfactory' or equivalent, PLUS at least one year of qualified professional experience gained after completing the bachelor's. Engineering degrees qualify as acceptable undergraduate degrees.",yes_explicit,no,yes,IU scholarships referenced but not named or quantified on the page,TBC,TBC,https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,https://www.iu.de/en/master/|https://www.iu.de/en/master/marketingmanagement/distance-learning/60-ects-en/,VERIFIED,W1-AC,2026-08-22,"DISTANCE LEARNING ONLY - '100% flexible', 'no mandatory attendance', online exams. A distance programme does NOT support a Tunisian student residence visa for Germany, so this cannot deliver the client's stated goal of moving to Europe. No Berlin on-campus option exists for this particular 60-ECTS English variant. Requires ONE YEAR OF POST-BACHELOR WORK EXPERIENCE, which the client (final-year student) does not have. Accreditation is 'state-approved' (staatlich anerkannt) with ZFU distance-learning registration 1151223 and an AR-Siegel - a real accredited degree, but a distance one.","Logged for completeness and because it is the ONLY programme in this entire path whose official text explicitly says ENGINEERING DEGREES QUALIFY and whose stated 240-ECTS entry bar is directly cleared by the client's 300-ECTS diploma (brief rule: 300 > 240, he qualifies). At ~8100 EUR it also undercuts every Dutch option. But the work-experience clause and the distance-only delivery make it a fallback/insurance option at best, not a relocation route. Could be revisited if the client ever wants to study while continuing to work in Tunisia."
