id,path_letter,program_name,degree_awarded,institution,institution_type,city,country,mobility,language_of_instruction,english_level_required,duration_months,ects,tuition_non_eu_eur_per_year,tuition_notes,intake_2027_confirmed,application_opens,application_deadline,deadline_source_cycle,entry_requirements_summary,accepts_engineering_bachelor,portfolio_or_audition_required,scholarship_available,scholarship_names,scholarship_coverage_level,tunisia_eligible,program_url,admissions_url,funding_url,source_urls,verification_status,verifier_agent,verified_date,red_flags,fit_notes
AD-011,AD,M.A. International Management - Creative Leadership,M.A.,SRH Berlin University of Applied Sciences (Berlin School of Popular Arts / School of Management),Private university of applied sciences (state-recognised),Berlin,Germany,single_site,English,Proof of English proficiency; SRH English Proficiency Certificate test accepted in lieu,24,120,13900,"EUR 6.950 per semester for non-EU students = EUR 13.900 per year (EUR 27.800 over 4 semesters), plus a one-off EUR 1.000 enrolment fee for non-EU/EEA. EU/EEA rate is quoted as EUR 840/month.",likely - fixed 1 April and 1 October starts each year,rolling - applications accepted year-round,rolling / no fixed deadline published,rolling admission - no cycle-specific deadline,"Bachelor's degree (no discipline restriction published), letter of motivation, CV, proof of English, passport copy. If GPA, subject or language requirements are not fully met, a one-semester PreMaster at SRH International College is recommended.",likely,no,yes,SRH partial scholarships for talented international students,partial,TBC,https://www.srh-university.de/en/master/international-management-creative-leadership/b/,https://www.srh-university.de/en/master/international-management-creative-leadership/b/,https://www.srh-university.de/fileadmin/1HE/SRH_University/Fuer_Unternehmen/Pricelists/SRH-University-Tuition-Fees-EN-Non-EU.pdf,https://www.srh-university.de/en/master/international-management-creative-leadership/b/|https://www.srh-university.de/en/master/|https://www.srh-university.de/en/master-communication-media-marketing-search/,VERIFIED,W1-AD,2026-08-22,"Private provider at EUR 13.900/yr non-EU x 2 years = approx. EUR 27.800 plus a EUR 1.000 enrolment fee - the total cost rivals a Dutch public master. Only partial scholarships found. It is state-recognised and FIBAA-accredited, so the degree and the student visa are sound; the risk is purely financial.","The only Berlin master this sweep confirmed that is English-taught, management-focused AND explicitly creative-industries framed (SRH lists it under 'Communication, Media & Marketing' and it sits alongside the Berlin School of Popular Arts). No discipline gate published - an engineering diploma should be accepted on its face, which is rare on this path. Berlin location is the best possible base for the electronic-music career. Verify whether the 300-ECTS diploma shortens the 120-ECTS programme."
AD-012,AD,M.A. International Marketing and Media Management,M.A.,"Media University of Applied Sciences (HMKW Hochschule fuer Medien, Kommunikation und Wirtschaft)",Private university of applied sciences (state-approved),Berlin,Germany,single_site,English,TBC - not published on the programme page (programme taught in English),24,120,10680,"EUR 890 per month tuition, same for non-EU students = approx. EUR 10.680 per year / EUR 21.360 over 4 semesters. Enrolment fee not published. Programme can be SHORTENED BY ONE SEMESTER for applicants holding 210 ECTS from undergraduate study.",likely - fixed April and October starts,TBC,30 September 2026 stated as an extended deadline for the 2026 intake,2026 cycle - 2027 TBC,"A good bachelor's degree in economics or the social sciences (university or university of applied sciences), with a minimum of 20 ECTS in economics subjects from the undergraduate degree. Technical/engineering bachelors are not addressed explicitly.",unclear,no,TBC,TBC,none_found,TBC,https://www.media-university.de/en/study/masters-degree-program/international-marketing-and-media-management/,https://www.media-university.de/en/study/masters-degree-program/international-marketing-and-media-management/,TBC,https://www.media-university.de/en/study/master/|https://www.media-university.de/en/study/masters-degree-program/international-marketing-and-media-management/,VERIFIED,W1-AD,2026-08-22,Private fee-paying (approx. EUR 21.4k total) with no scholarship found. The 20-ECTS economics prerequisite is the gate - a software-engineering transcript may or may not clear it. Note HMKW rebranded to 'Media University of Applied Sciences' (media-university.de); hmkw.de now redirects.,"State-approved by the Berlin Senate Administration and accredited by the German Accreditation Council - so visa and degree recognition are sound, unlike the UK-awarded Berlin options. CHEAPEST ACCREDITED BERLIN MEDIA-MANAGEMENT MASTER FOUND. Critical advantage for this client: the programme is cut by a semester for holders of 210 ECTS - a 300-ECTS engineering diploma comfortably clears that, so realistically 18 months and approx. EUR 16k. Ask admissions directly whether engineering economics/management modules satisfy the 20-ECTS economics rule."
AD-013,AD,MA Business for the Creative Industries,"MA (awarded by BIMM University, UK)",BIMM University Berlin,Private music/creative-industries institute (UK degree-awarding body),Berlin,Germany,single_site,English,B2 CEFR equivalent,12,90,TBC,Fee pages could not be reached this session (several fee URLs returned 404). 90 ECTS / 180 FHEQ level-7 credits; 1 year full-time or 2 years part-time.,TBC,TBC,rolling - page notes 'late applications are now open',2026 cycle - 2027 TBC,A good degree (typically UK 2.2 or above) OR significant professional experience in the creative arts/industries; portfolio review and interview required. Recognition of Prior Certified or Experiential Learning (RPCEL) available for applicants without a recognised undergraduate qualification.,likely,yes,TBC,TBC,none_found,TBC,https://www.bimm-institute.de/courses/ma-business-for-the-creative-industries/,https://www.bimm-institute.de/courses/ma-business-for-the-creative-industries/,TBC,https://www.bimm-institute.de/courses/ma-business-for-the-creative-industries/,PARTIALLY_VERIFIED,W1-AD,2026-08-22,"ACCREDITATION RISK: the degree is awarded by BIMM University (UK), NOT a German state degree - German recognition and the Tunisian student-visa route must be checked before this is treated as viable. Portfolio and interview required (client's music portfolio is still in progress). Tuition unverified.","The clearest music/entertainment-business content of any Berlin option and the natural bridge between Paths AD and J - BIMM Berlin also runs MA Popular Music Practice and MA Music for Film, Media and Games, so this row should be deduped against J. No discipline gate ('a good degree ... OR significant professional experience'), so an engineering diploma is not a barrier - the portfolio/interview is. Add CMI Level 7 Certificate in Strategic Management & Leadership on top of the MA."
AD-014,AD,M.A. Medien und politische Kommunikation (Media and Political Communication),M.A.,Freie Universitaet Berlin (Institut fuer Publizistik- und Kommunikationswissenschaft),Public research university,Berlin,Germany,single_site,German (predominantly; some courses may be in English),B2 CEFR English required IN ADDITION to German; DSH German exam required for applicants whose first degree was not from a German-speaking institution,24,TBC,0,Verbatim: 'Students do not pay any tuition fees'. A semester contribution (Semesterbeitrag) applies but the amount was not published on this page - typically a few hundred euros per semester including the Berlin transport pass.,likely,TBC,TBC - page directs to a separate deadlines page,TBC,"Verbatim: 'University degree with at least 60 credit points in the field of media and communication studies (including at least 10 credit points in research methods)', plus English B2 and DSH-level German.",no,no,TBC,"DAAD scholarships (external, not programme-specific)",none_found,TBC - DAAD programmes are generally open to Tunisian nationals,https://www.fu-berlin.de/en/studium/studienangebot/master/medien_politische_kommunikation/index.html,https://www.fu-berlin.de/en/studium/studienangebot/master/medien_politische_kommunikation/index.html,TBC,https://www.fu-berlin.de/en/studium/studienangebot/master/medien_politische_kommunikation/index.html,PARTIALLY_VERIFIED,W1-AD,2026-08-22,TWO hard blockers: 60 credit points in media/communication studies (engineering diploma cannot meet it) AND DSH-level German. German-taught - takes the Wave 4 language penalty.,"Logged because it is the ZERO-TUITION Berlin public benchmark that a funding-first strategy has to be measured against: EUR 0 tuition vs EUR 21k at Erasmus. The 60-CP subject prerequisite is what makes Berlin publics inaccessible on this path rather than the money. Political-communication focus, not entertainment management, so content fit is weak even if the gates were cleared."
AD-015,AD,Medienmanagement / media-management master (programme name and existence NOT confirmed),TBC,"Hochschule Macromedia (Macromedia University of Applied Sciences), Berlin campus",Private university of applied sciences (state-recognised),Berlin,Germany,single_site,TBC (German and English programmes both offered),TBC,TBC,TBC,TBC,Not retrieved - macromedia-fachhochschule.de returned HTTP 403 to every request this session.,TBC,TBC,TBC,TBC,TBC - site unreachable this session.,unclear,TBC,TBC,TBC,none_found,TBC,https://www.macromedia-fachhochschule.de/en/master/,TBC,TBC,https://www.macromedia-fachhochschule.de/en/master/ (HTTP 403)|https://www.macromedia-university.com/master/ (301 redirect to the above),UNVERIFIED,W1-AD,2026-08-22,NOTHING ON THIS ROW IS CONFIRMED. Site actively blocked automated access (403). Private provider - accreditation and fees must be checked from scratch.,"CARRY-FORWARD LEAD FOR WAVE 2, not a finding. Macromedia is one of Germany's best-known private media schools with a Berlin campus and a Medienmanagement tradition; it was named in the brief's institution floor and could not be closed out. Needs a manual/browser check."
AD-016,AD,"M.A. Medienwissenschaft (Media Studies) - existence likely, details NOT confirmed",M.A.,Humboldt-Universitaet zu Berlin,Public research university,Berlin,Germany,single_site,German (assumed - unconfirmed),TBC,TBC,TBC,0,Berlin public universities charge no tuition; only a semester contribution. NOT confirmed for this specific programme - the HU page was behind an Anubis bot-verification wall this session.,TBC,TBC,TBC,TBC,TBC - page unreachable. German media-studies masters typically require substantial prior subject credits.,unclear,TBC,TBC,TBC,none_found,TBC,https://www.hu-berlin.de/en/studies/counselling/course-catalogue/program-descriptions/medienwissenschaft-m-a,TBC,TBC,https://www.hu-berlin.de/en/studies/counselling/course-catalogue/program-descriptions/medienwissenschaft-m-a (bot-verification wall),UNVERIFIED,W1-AD,2026-08-22,"Unverified. Almost certainly German-taught and theory-led (Medienwissenschaft is media THEORY, not management) - likely a poor content fit for this path even if accessible.","CARRY-FORWARD LEAD. Logged for completeness of the Berlin institution floor. If the client wants zero tuition in Berlin, this and FU are the candidates, but both are German-language and subject-credit gated."
AD-017,AD,Master Universitario en Gestion de Empresas de Comunicacion - MEGEC (Master in Media Company Management),Master Universitario (official Spanish degree),Universidad de Navarra (Facultad de Comunicacion),Private university (official/oficial degree-awarding),Madrid,Spain,single_site,Spanish and English,TBC,10,60,TBC,"Full price not published on the pages reached. Confirmed components: EUR 100 application-processing fee and a EUR 3.000 first tuition instalment (non-refundable unless the degree is not completed), which includes insurance and activities. Universidad de Navarra runs a cost calculator and a scholarship page.",TBC,TBC,TBC,TBC,"Open to 'licenciados universitarios, graduados, diplomados' from ANY faculty or technical school, with a preferred profile spanning 'Comunicacion, Derecho, Sociologia, Psicologia, Economia, Ingenieria, Arquitectura'. Relevant professional experience is expected. Selection: academic record 30%, professional background 30%, admission tests 30% (personal interview + practical business-management case), recommendation letters 10%.",yes_explicit,no,yes,Universidad de Navarra becas y ayudas (master-level); amounts not published on the pages reached,partial,TBC,https://www.unav.edu/web/master-en-gestion-de-empresas-de-comunicacion,https://www.unav.edu/web/master-en-gestion-de-empresas-de-comunicacion/admision,https://www.unav.edu/admision-y-ayudas/master/becas,https://www.unav.edu/web/master-en-gestion-de-empresas-de-comunicacion|https://www.unav.edu/web/master-en-gestion-de-empresas-de-comunicacion/admision|https://www.unav.edu/admision-y-ayudas/master/calculadora,PARTIALLY_VERIFIED,W1-AD,2026-08-22,"'Experiencia profesional relevante' is expected - the programme is executive-format and mixes experienced managers with young professionals, which disadvantages a fresh graduate. Total tuition unverified (private university - expect a five-figure sum). Executive format with an intensive week in Madrid plus optional weeks in New York and Dubai adds travel cost.","THE CLEAREST 'yes' ON ENGINEERING ADMISSIBILITY IN THE ENTIRE PATH: the perfil de ingreso names Ingenieria outright as a preferred background, and admission is open to graduates of any faculty or escuela tecnica. It is a genuine titulo oficial (Master Universitario), so RUCT-registered, scholarship-eligible and clean for the Tunisian student visa. Content is exactly this path's core - managing communication/media companies, one third devoted to digital products and new business models. Only 30 places. Priority target for Wave 2 to nail the price and deadlines."
AD-018,AD,"Master Universitario en Cine, Television y Medios Interactivos (Film, Television and Interactive Media)",Master Universitario (official),Universidad Rey Juan Carlos (URJC),Public university,Madrid (Campus Quintana),Spain,single_site,Spanish,not required; Spanish C1 required for international students,12,60,5044,"URJC precios publicos 2026/2027: EUR 45,02 per credit at first enrolment (EUR 2.701,20 for 60 ECTS) for residents; NON-RESIDENT FOREIGN STUDENTS are charged the third-enrolment rate of EUR 84,07 per credit = EUR 5.044,20 for 60 ECTS. Re-confirm the non-resident surcharge directly with URJC.",TBC - 2026/2027 price table published,TBC,TBC - see URJC admision/preinscripcion calendar,2026-2027 cycle - 2027 TBC,"Spanish grado or EHEA-equivalent degree giving access to master's study. Recommended profile: graduates in Comunicacion Audiovisual, Periodismo, or Publicidad y Relaciones Publicas. No entrance exam. International students must show C1 Spanish. 60 places.",unclear,no,TBC,Ministerio de Educacion general scholarships (typically EU/resident-restricted),none_found,TBC - Spanish state master's grants generally require residency; check case by case,https://www.urjc.es/estudios/master/846-cine-television-y-medios-interactivos,https://www.urjc.es/estudiar-en-la-urjc/admision/274-master,https://www.urjc.es/estudiar-en-la-urjc/precios-publicos,https://www.urjc.es/estudios/master/846-cine-television-y-medios-interactivos|https://www.urjc.es/estudiar-en-la-urjc/precios-publicos,PARTIALLY_VERIFIED,W1-AD,2026-08-22,"Taught wholly in Spanish with a stated C1 requirement - the client has Arabic/French/English, so Spanish C1 is a real barrier requiring roughly a year of language work before September 2027. Recommended profile is audiovisual/journalism/advertising; engineering is neither named nor excluded. Non-resident price surcharge needs direct confirmation.","THE COST STORY OF THIS PATH: approx. EUR 5.044 for the whole degree against EUR 21.000 PER YEAR at Erasmus Rotterdam - a factor of four, and that is before living costs. For a funding-first client the Spanish public route is structurally the cheapest way into media/entertainment management in Europe, and admission carries no entrance exam. Film/TV/interactive-media industry orientation. The gating factor is Spanish, not money and not credits (300 ECTS is far above any bar)."
AD-019,AD,Master Universitario en Gestion y Liderazgo en Proyectos Culturales (Cultural Project Management and Leadership),Master Universitario (official),Universidad Rey Juan Carlos (URJC),Public university,Madrid (Campus Quintana),Spain,single_site,Spanish,not required; Spanish B2 required for international students,12,60,5044,"Same URJC 2026/2027 public price scale as AD-018: EUR 45,02/credit resident first enrolment; EUR 84,07/credit for non-resident foreign students = EUR 5.044,20 for 60 ECTS.",TBC,TBC,TBC,2026-2027 cycle - 2027 TBC,"Spanish grado or EHEA equivalent. Preferred profiles: dance and performing arts, cultural management, arts and humanities, higher artistic education, social sciences and communication graduates, or professionals already linked to the cultural industries. Selection: profile alignment 50%, academic record 30%, professional experience 20%. 60 places.",unclear,no,TBC,TBC,none_found,TBC,https://www.urjc.es/estudios/master/835-gestion-y-liderazgo-de-proyectos-culturales,https://www.urjc.es/estudiar-en-la-urjc/admision/274-master,https://www.urjc.es/estudiar-en-la-urjc/precios-publicos,https://www.urjc.es/estudios/master/835-gestion-y-liderazgo-de-proyectos-culturales|https://www.urjc.es/estudiar-en-la-urjc/precios-publicos,PARTIALLY_VERIFIED,W1-AD,2026-08-22,Spanish-taught (B2 required). 'Profile alignment' is 50% of the selection score and the preferred profiles are arts/humanities/cultural-sector - an engineering graduate scores badly on exactly the heaviest criterion unless the music/DJ career is presented as cultural-sector experience.,"Cheaper entry to cultural/creative project leadership than anything in the Netherlands (approx. EUR 5k total). Only B2 Spanish, not C1 - a materially lower language bar than AD-018. The client's DJ/producer activity is the asset that could carry the 50% profile-fit score; this is the row where the music portfolio matters most on the Spanish side. Sits on the AD/L border (project leadership and cultural entrepreneurship)."
AD-020,AD,Master Universitario en Comunicacion Audiovisual para la Era Digital (Audiovisual Communication for the Digital Age),Master Universitario (official),Universidad Complutense de Madrid (Facultad de Ciencias de la Informacion),Public university,Madrid,Spain,single_site,Spanish (assumed - not stated on the page),TBC,TBC,TBC,TBC,UCM publishes a tuition calculator rather than figures on the programme page; Madrid public master's prices are in the same band as URJC (roughly EUR 2.7k-5k for 60 ECTS depending on residency). NOT confirmed.,likely - page is headed 'Master. Curso 2026/2027',TBC,"TBC - preinscripcion period exists, dates not shown",2026-2027 cycle - 2027 TBC,TBC - the 'Acceso y admision' subpage was not retrieved this session.,unclear,TBC,TBC,TBC,none_found,TBC,https://www.ucm.es/estudios/master-comunicacionaudiovisualeradigital,TBC,TBC,https://www.ucm.es/estudios/master|https://www.ucm.es/estudios/master-comunicacionaudiovisualeradigital,PARTIALLY_VERIFIED,W1-AD,2026-08-22,"Only existence, official status, city and academic year confirmed. Admission profile, ECTS, language and price all unresolved - UCM's programme pages load their detail sections dynamically.","Confirmed to exist as an official 2026/2027 master at UCM's Facultad de Ciencias de la Informacion, Madrid. Digital-era audiovisual communication - AD-adjacent, likely more production/communication than management. Cheap public option worth closing out in Wave 2. UCM's neighbouring masters (Comunicacion de las Organizaciones, Patrimonio Audiovisual, Cultura Contemporanea) were also confirmed to exist and are secondary AD leads."
AD-021,AD,Master in Communication and Business Relations (and sister programmes: Brand Strategy and Creative Brand Management; Corporate and Strategic Communication; Creative Documentary),"Titulo propio (own-degree master, NOT an official Spanish degree)",UPF Barcelona School of Management (Universitat Pompeu Fabra),Private business school of a public university,Barcelona,Spain,single_site,Spanish,TBC,10,TBC,TBC,Fees not retrieved. Start September/October 2026 depending on programme.,TBC,TBC,TBC,2026-2027 cycle - 2027 TBC,TBC - not retrieved.,unclear,TBC,TBC,TBC,none_found,TBC,https://www.bsm.upf.edu/en/master-in-communication-and-business-relations,TBC,TBC,https://www.bsm.upf.edu/en/masters,PARTIALLY_VERIFIED,W1-AD,2026-08-22,"ACCREDITATION WARNING - EVERY media/communication/creative master in UPF-BSM's catalogue is a TITULO PROPIO, not a titulo oficial. Titulos propios are not RUCT-registered: they generally do not give access to Spanish official scholarships or to doctoral study, and they are a weaker basis for a Tunisian student visa. Also Spanish-taught, despite the English marketing titles.","Logged primarily as an ACCREDITATION FINDING for the orchestrator: Barcelona's most-cited media-management brand does not offer an official media-management master - the whole portfolio is own-degree. If Barcelona is a priority for the client, the official routes must be sought at UPF's own Departament de Comunicacio, UAB or Blanquerna instead (not closed out this session)."
AD-022,AD,"Erasmus Mundus Joint Master Children's Literature, Media and Culture (CLMC)",Erasmus Mundus Joint Master (multiple-degree),Consortium incl. Universitat Autonoma de Barcelona (Barcelona) with University of Glasgow and partners,Erasmus Mundus consortium (public universities),Barcelona (one mobility site),Spain (consortium),rotating,English,TBC,24,120,19448,"EUR 19.448/yr figure comes from an AGGREGATOR listing (Mastersportal), NOT from the consortium site - must be re-verified officially before use.",TBC,TBC,TBC,TBC,TBC - not verified on the consortium site this session.,unclear,TBC,yes,Erasmus Mundus Joint Masters scholarship (EU-funded; typically full tuition + travel/installation + monthly allowance),full+stipend,likely - EMJM scholarships are open to Partner Country nationals incl. Tunisia; confirm on the consortium page,https://www.gla.ac.uk/postgraduate/erasmusmundus/clmce/,TBC,TBC,https://www.mastersportal.com/search/master/journalism-media/spain|research/leads/leads_netherlands.csv,UNVERIFIED,W1-AD,2026-08-22,Aggregator-sourced only. Content is children's literature and culture - a weak fit for electronic music / entertainment business even though it carries 'Media and Cultural Entrepreneurship' framing. Consortium coordinator is in the UK (out of geographic scope) with UAB as the Spanish partner.,Logged ONLY because Erasmus Mundus scholarships are the single funding instrument that fits 'fully funded at a good university' and a Spain partner puts it in scope. Content fit is poor; keep as a low-priority EMJM lead unless Wave 2 finds no better funded option.
AD-023,AD,DCLead - Master in Digital Communication Leadership (Erasmus Mundus) - DISCONTINUED,Erasmus Mundus Joint Master (multiple-degree),"Consortium: Paris-Lodron University of Salzburg (coordinator), Aalborg University Copenhagen, Vrije Universiteit Brussel, Wageningen University & Research",Erasmus Mundus consortium,Salzburg / Copenhagen / Brussels / Wageningen,"Austria, Denmark, Belgium, Netherlands",rotating,English,n/a - programme closed,n/a,n/a,n/a,n/a - no further intakes.,no - NO 2027 INTAKE,n/a,n/a,n/a - programme closed,n/a,n/a,n/a,no,n/a,none_found,n/a,https://dclead.eu/,https://dclead.eu/,https://dclead.eu/,https://dclead.eu/,VERIFIED,W1-AD,2026-08-22,DEAD PROGRAMME - the site states verbatim: 'The Master's Programme in Digital Communication Leadership will be phased out by the end of 2025. No more Intakes will be offered.',"NEGATIVE FINDING, logged so no later wave re-harvests it. DCLead appears in the prior sweep's Netherlands leads file (its only NL tie was Wageningen) and in many aggregator listings that have not been updated. Do not pursue."
